"id","hgid","naam","gg_uri","gg_uri_amco","amco","cbscode","geonames","startjaar","eindjaar","provincie","departement","absorbed","absorbedBy","originated","originatedFrom"
"408","Gendt","Gendt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gendt","http://www.gemeentegeschiedenis.nl/amco/10440",,"0238",,"oudsher","2001","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bemmel",,
"409","Gorssel","Gorssel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gorssel","http://www.gemeentegeschiedenis.nl/amco/10085",,"0239",,"oudsher","2005","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dorth","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lochem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dorth",
"410","Groenlo","Groenlo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Groenlo","http://www.gemeentegeschiedenis.nl/amco/11094",,"0240",,"oudsher","2006","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lichtenvoorde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oost_Gelre",,
"411","Groesbeek","Groesbeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Groesbeek","http://www.gemeentegeschiedenis.nl/amco/10616",,"0241","http://sws.geonames.org/2755270","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/MR",,,,
"412","Haaften","Haaften","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haaften","http://www.gemeentegeschiedenis.nl/amco/10125",,"0242",,"1818","1978","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Neerijnen",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Herwijnen"
"413","Harderwijk","Harderwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Harderwijk","http://www.gemeentegeschiedenis.nl/amco/10786",,"0243","http://sws.geonames.org/2754846","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,,,
"414","Hattem","Hattem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hattem","http://www.gemeentegeschiedenis.nl/amco/10673",,"0244","http://sws.geonames.org/2754767","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,,,
"415","Hedel","Hedel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hedel","http://www.gemeentegeschiedenis.nl/amco/10982",,"0245",,"oudsher","1999","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasdriel",,
"416","Heerde","Heerde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerde","http://www.gemeentegeschiedenis.nl/amco/10291",,"0246","http://sws.geonames.org/2754680","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veessen",,,
"417","s-Heerenberg","'s-Heerenberg","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Heerenberg","http://www.gemeentegeschiedenis.nl/amco/10350",,,,"oudsher","1821","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bergh",,
"418","Heerewaarden_1","Heerewaarden [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerewaarden_1","http://www.gemeentegeschiedenis.nl/amco/10067",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rossum",,
"419","Heerewaarden_2","Heerewaarden [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerewaarden_2","http://www.gemeentegeschiedenis.nl/amco/10067",,"0247",,"1821","1999","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasdriel",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rossum"
"420","Hemmen","Hemmen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hemmen","http://www.gemeentegeschiedenis.nl/amco/11162",,"1076",,"oudsher","1955","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Valburg",,
"421","Hengelo_Ge","Hengelo [Ge]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hengelo_Ge","http://www.gemeentegeschiedenis.nl/amco/10359",,"0248",,"oudsher","2005","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bronckhorst",,
"422","Hernen","Hernen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hernen","http://www.gemeentegeschiedenis.nl/amco/10528",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bergharen",,
"423","Herveld","Herveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Herveld","http://www.gemeentegeschiedenis.nl/amco/10444",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Loenen_en_Wolferen",,
"424","Herwen","Herwen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Herwen","http://www.gemeentegeschiedenis.nl/amco/10819",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Herwen_en_Aerdt",,
"425","Herwen_en_Aerdt","Herwen en Aerdt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Herwen_en_Aerdt","http://www.gemeentegeschiedenis.nl/amco/10819",,"0249",,"1818","1985","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijnwaarden",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Lobith"
"426","Herwijnen","Herwijnen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Herwijnen","http://www.gemeentegeschiedenis.nl/amco/11266",,"0250",,"oudsher","1986","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Vuren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haaften",
"427","Heteren","Heteren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heteren","http://www.gemeentegeschiedenis.nl/amco/10290",,"0251",,"oudsher","2001","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Overbetuwe",,
"428","Heumen","Heumen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heumen","http://www.gemeentegeschiedenis.nl/amco/10600",,"0252","http://sws.geonames.org/2754146","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/MR","http://www.gemeentegeschiedenis.nl/gemeentenaam/Overasselt",,,
"429","Heusden_Ge","Heusden [Ge]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heusden_Ge","http://www.gemeentegeschiedenis.nl/amco/10916",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Kesteren",,
"430","Hien_en_Dodewaard","Hien en Dodewaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hien_en_Dodewaard","http://www.gemeentegeschiedenis.nl/amco/10647",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Dodewaard",,
"431","Hoevelaken","Hoevelaken","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoevelaken","http://www.gemeentegeschiedenis.nl/amco/11358",,"0253",,"oudsher","2000","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/Zz",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijkerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stoutenburg",
"432","Horssen","Horssen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Horssen","http://www.gemeentegeschiedenis.nl/amco/10607",,"0254",,"oudsher","1984","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Druten",,
"433","Huissen","Huissen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Huissen","http://www.gemeentegeschiedenis.nl/amco/11047",,"0255",,"oudsher","2001","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bemmel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Elden",
"434","Hummelo","Hummelo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hummelo","http://www.gemeentegeschiedenis.nl/amco/11235",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hummelo_en_Keppel",,
"435","Hummelo_en_Keppel","Hummelo en Keppel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hummelo_en_Keppel","http://www.gemeentegeschiedenis.nl/amco/11235",,"0256",,"1818","2005","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bronckhorst",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Keppel"
"436","Hurwenen_1","Hurwenen [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hurwenen_1","http://www.gemeentegeschiedenis.nl/amco/11432",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rossum",,
"437","Hurwenen_2","Hurwenen [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hurwenen_2","http://www.gemeentegeschiedenis.nl/amco/11432",,"1089",,"1821","1955","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rossum",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rossum"
"438","IJzendoorn","IJzendoorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/IJzendoorn","http://www.gemeentegeschiedenis.nl/amco/11430",,"1231",,"1818","1923","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Echteld",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Ochten"
"439","Keppel","Keppel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Keppel","http://www.gemeentegeschiedenis.nl/amco/10488",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hummelo_en_Keppel",,
"440","Kerkwijk","Kerkwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kerkwijk","http://www.gemeentegeschiedenis.nl/amco/10791",,"0257",,"1818","1999","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Gameren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zaltbommel",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bruchem"
"441","Kesteren","Kesteren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kesteren","http://www.gemeentegeschiedenis.nl/amco/10916",,"0258",,"1818","2003","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Echteld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Neder-Betuwe",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Heusden_Ge"
"442","Laren_Ge","Laren [Ge]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Laren_Ge","http://www.gemeentegeschiedenis.nl/amco/10098",,"0259",,"oudsher","1971","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY","http://www.gemeentegeschiedenis.nl/gemeentenaam/Verwolde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lochem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Verwolde",
"443","Lede-_en_Oudewaard","Lede- en Oudewaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lede-_en_Oudewaard","http://www.gemeentegeschiedenis.nl/amco/10231",,,,"1818","1822","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Kesteren",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Lienden"
"444","Leeuwen","Leeuwen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leeuwen","http://www.gemeentegeschiedenis.nl/amco/10548",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Wamel",,
"445","Lent","Lent","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lent","http://www.gemeentegeschiedenis.nl/amco/10143",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Elst",,
"446","Leuth","Leuth","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leuth","http://www.gemeentegeschiedenis.nl/amco/10556",,,,"oudsher","1814","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/Ro",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Pruissen",,
"447","Lichtenvoorde","Lichtenvoorde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lichtenvoorde","http://www.gemeentegeschiedenis.nl/amco/10242",,"0260",,"oudsher","2005","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Groenlo",,
"448","Lienden","Lienden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lienden","http://www.gemeentegeschiedenis.nl/amco/11093",,"0261",,"oudsher","1999","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Buren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kesteren",
"449","Lingewaal","Lingewaal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lingewaal","http://www.gemeentegeschiedenis.nl/amco/11376",,"0733","http://sws.geonames.org/6544243","1987","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Vuren"
"450","Lingewaard","Lingewaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lingewaard","http://www.gemeentegeschiedenis.nl/amco/10744",,"1705","http://sws.geonames.org/6544236","2003","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bemmel"
"451","Lobith","Lobith","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lobith","http://www.gemeentegeschiedenis.nl/amco/10719",,,,"1817","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Herwen_en_Aerdt",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Pruissen"
"452","Lochem","Lochem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lochem","http://www.gemeentegeschiedenis.nl/amco/11263",,"0262","http://sws.geonames.org/2751536","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gorssel",,,
"453","Loenen_en_Wolferen","Loenen en Wolferen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Loenen_en_Wolferen","http://www.gemeentegeschiedenis.nl/amco/10423",,"1341",,"1818","1854","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Valburg",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Herveld"
"454","Loenen_Ge","Loenen [Ge]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Loenen_Ge","http://www.gemeentegeschiedenis.nl/amco/10234",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Apeldoorn",,
"455","Lunteren","Lunteren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lunteren","http://www.gemeentegeschiedenis.nl/amco/10653",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Ede",,
"456","Maasbommel","Maasbommel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasbommel","http://www.gemeentegeschiedenis.nl/amco/10692",,,,"oudsher","1818","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Appeltern",,
"457","Maasdriel","Maasdriel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasdriel","http://www.gemeentegeschiedenis.nl/amco/10341",,"0263","http://sws.geonames.org/2751295","1944","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rossum",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Driel"
"458","Maurik","Maurik","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maurik","http://www.gemeentegeschiedenis.nl/amco/10300",,"0264",,"oudsher","1999","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Buren",,
"459","Millingen","Millingen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Millingen","http://www.gemeentegeschiedenis.nl/amco/10072",,"1259",,"oudsher","1954","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Millingen_aan_de_Rijn",,
"460","Millingen_aan_de_Rijn","Millingen aan de Rijn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Millingen_aan_de_Rijn","http://www.gemeentegeschiedenis.nl/amco/10072",,"0265","http://sws.geonames.org/2750796","1954","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Millingen"
"461","Montferland","Montferland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Montferland","http://www.gemeentegeschiedenis.nl/amco/10350",,"1955","http://sws.geonames.org/6544256","2005","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Didam"
"462","Neder-Betuwe","Neder-Betuwe","http://www.gemeentegeschiedenis.nl/gemeentenaam/Neder-Betuwe","http://www.gemeentegeschiedenis.nl/amco/10916",,"1740","http://sws.geonames.org/6544269","2003","heden","http://www.gemeentegeschiedenis.nl/provincie/Gelderland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Kesteren"
"463","Nederhemert","Nederhemert","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederhemert","http://www.gemeentegeschiedenis.nl/amco/10310",,"1115",,"oudsher","1955","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/MR",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Kerkwijk",,
"464","Neede","Neede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Neede","http://www.gemeentegeschiedenis.nl/amco/10367",,"0266",,"oudsher","2005","http://www.gemeentegeschiedenis.nl/provincie/Gelderland","http://www.gemeentegeschiedenis.nl/departement/BY",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Berkelland",,
